number,value,datetime_start,datetime_complete,duration,params_bagging_temperature,params_bootstrap_type,params_border_count,params_cw_blue,params_cw_green,params_cw_orange,params_cw_red,params_depth,params_grow_policy,params_iterations,params_l2_leaf_reg,params_leaf_estimation_iterations,params_leaf_estimation_method,params_learning_rate,params_max_leaves,params_min_data_in_leaf,params_random_strength,params_rsm,params_subsample,state
74,0.8603418136735547,2026-05-20 15:09:23.437623,2026-05-20 15:11:27.901231,0 days 00:02:04.463608,,Bernoulli,130,4.118491995890317,2.107239284634644,2.553468445713781,3.4976748421867327,9,Lossguide,4000,1.4611483848011734e-07,10,Gradient,0.01047200288320566,92.0,22.0,0.0004155171537602121,0.7982058755464435,0.5096175088019306,COMPLETE
75,0.8499930799657875,2026-05-20 15:11:28.085546,2026-05-20 15:12:35.546533,0 days 00:01:07.460987,,MVS,148,5.1051754847924675,2.8705310638013373,5.299066010537167,3.642201933996642,9,Lossguide,2200,3.784299024353447e-08,8,Gradient,0.0424161837034187,88.0,21.0,0.6188643776877168,0.7149515656788644,0.5251314634207536,COMPLETE
76,0.8610370977751304,2026-05-20 15:12:35.717778,2026-05-20 15:14:46.351166,0 days 00:02:10.633388,7.455181346240774,Bayesian,196,5.105844174737631,3.636543680521503,2.6222708121687224,4.731064902747018,8,Lossguide,4700,0.006178871043592861,10,Gradient,0.09149494169178608,81.0,20.0,0.03928070039638699,0.5788874989991157,,COMPLETE
77,0.8609093641809793,2026-05-20 15:14:46.511928,2026-05-20 15:16:43.540241,0 days 00:01:57.028313,,Bernoulli,138,4.034272175164904,1.4380014876409517,3.7994512410777324,3.816412047022522,10,Lossguide,4700,0.00010696106101648891,8,Gradient,0.0712919249594458,72.0,18.0,0.04789729249561273,0.5903935922221799,0.6504747534124662,COMPLETE
78,0.8698629842463523,2026-05-20 15:16:43.712754,2026-05-20 15:17:34.983531,0 days 00:00:51.270777,,Bernoulli,226,3.3291521970339852,2.3880972015820703,2.080278957653726,2.1517658159461615,10,Lossguide,4000,0.0017294360741428223,10,Gradient,0.04888865916232308,23.0,18.0,0.6996291296317095,0.8566010808534881,0.5257119588229343,COMPLETE
79,0.8492255398266888,2026-05-20 15:17:35.151383,2026-05-20 15:18:11.356576,0 days 00:00:36.205193,,Bernoulli,238,3.1430666014899655,2.9912625814892864,4.406283561189581,2.1029977962753628,10,Lossguide,3200,0.0004547199324168263,9,Gradient,0.03210142834931484,20.0,22.0,0.3723181262553978,0.8765252306864022,0.4120622725472806,COMPLETE
80,0.8626864799284798,2026-05-20 15:18:11.525048,2026-05-20 15:19:53.723480,0 days 00:01:42.198432,,MVS,166,4.231941771960862,2.090940320811827,2.476888118840412,4.4844739628692105,9,Lossguide,4600,2.652714319412737e-08,10,Newton,0.0679751952823579,19.0,22.0,0.030113812811395177,0.9088535396327767,0.4953869977430367,COMPLETE
81,0.8507565643664365,2026-05-20 15:19:53.894332,2026-05-20 15:21:57.739981,0 days 00:02:03.845649,,MVS,110,1.0452835163877214,2.5930971109551484,3.6227070532380976,6.937253027636201,9,Lossguide,4500,0.0004544933232588722,10,Gradient,0.04202405516984923,83.0,17.0,0.004458959521774912,0.8044451411523129,0.5351075944032058,COMPLETE
82,0.8614850463737962,2026-05-20 15:21:57.912373,2026-05-20 15:22:58.830454,0 days 00:01:00.918081,2.8837720463913366,Bayesian,226,5.5156231119881785,1.6486610144550262,2.1971824893206837,6.039117882753901,9,Depthwise,4100,0.006144091777087735,9,Gradient,0.05322651927342485,,17.0,1.6779702090124886,0.9314130864631198,,COMPLETE
83,0.867633364552051,2026-05-20 15:22:58.990105,2026-05-20 15:23:36.576580,0 days 00:00:37.586475,,Bernoulli,240,5.813563052007587,2.163607459538312,1.0514711142679882,17.154022938523063,10,Depthwise,3500,0.0002530707790512853,7,Gradient,0.2680294434688822,,15.0,0.001257917128449585,0.8706271977029416,0.54092378938223,COMPLETE
84,0.858134383773287,2026-05-20 15:23:36.758700,2026-05-20 15:24:11.709894,0 days 00:00:34.951194,,Bernoulli,250,6.2606669088274005,2.3933971897989945,3.275364369692829,21.32668441678606,9,Depthwise,2200,6.72277990785733e-05,6,Gradient,0.2725403071793259,,21.0,0.0690294626507767,0.8840489857837088,0.5066801787817604,COMPLETE
85,0.8650756285559067,2026-05-20 15:24:11.880959,2026-05-20 15:24:37.238155,0 days 00:00:25.357196,,Bernoulli,218,3.3581866060018553,2.5569942234702054,2.3522563624321875,12.44671895011583,10,Depthwise,3400,0.011372234541221493,8,Gradient,0.2943645093518373,,19.0,3.162418033839609e-06,0.8845652249159118,0.5117132119782917,COMPLETE
86,0.8662636026559631,2026-05-20 15:24:37.416370,2026-05-20 15:25:29.553486,0 days 00:00:52.137116,,Bernoulli,164,9.107095029189502,3.7065426009478912,3.113191459044061,2.895285561278315,10,Lossguide,3700,1.1784760532323073e-06,10,Gradient,0.174495464573892,109.0,18.0,2.4817812901905905,0.7184470406210308,0.5409804901180222,COMPLETE
87,0.7671118141499177,2026-05-20 15:25:29.722850,2026-05-20 15:26:31.536332,0 days 00:01:01.813482,,MVS,182,2.2633902124259384,1.6335392218675657,4.307865864916212,2.4108558000113813,9,Depthwise,3800,2.2787418198886593e-05,10,Newton,0.02055100345448021,,17.0,0.006073213406592339,0.5566598073525681,0.6522846412664174,COMPLETE
88,0.8616660556536134,2026-05-20 15:26:31.710941,2026-05-20 15:27:16.126288,0 days 00:00:44.415347,,Bernoulli,136,5.138570941460399,3.6243918119625644,3.7573771340998263,3.133330111461795,10,Depthwise,2500,0.0004967450596834814,9,Gradient,0.0369018629388251,,34.0,6.298953513815055e-05,0.7018020640865441,0.521138118341361,COMPLETE
89,0.8573506376036777,2026-05-20 15:27:16.290487,2026-05-20 15:28:14.316286,0 days 00:00:58.025799,,Bernoulli,252,8.596743732552683,1.3584117954413395,1.5979661476221567,17.845022557557883,8,Depthwise,4800,0.0010192039589736043,7,Gradient,0.09823555511973459,,16.0,0.003641483614779515,0.9373890251874019,0.5601338941965034,COMPLETE
90,0.868139859553386,2026-05-20 15:28:14.477931,2026-05-20 15:30:13.356951,0 days 00:01:58.879020,,Bernoulli,208,5.912166516174723,2.5238540024949723,1.0943450837639146,18.534645034979945,10,SymmetricTree,3700,3.814063234779166e-07,10,Gradient,0.14591087913273645,,,0.006052034631997255,0.8289863480384574,0.6563634411641847,COMPLETE
91,0.8593077150026422,2026-05-20 15:30:13.518745,2026-05-20 15:32:38.100003,0 days 00:02:24.581258,,Bernoulli,166,6.464305092602505,3.61626506743785,3.973061067232414,20.25741048629348,10,SymmetricTree,4800,1.0914288462796882e-06,7,Gradient,0.10555863135529864,,,0.0010436268924079468,0.8729900597034299,0.6921970794207903,COMPLETE
92,0.7705022984052927,2026-05-20 15:32:38.404827,2026-05-20 15:33:43.221085,0 days 00:01:04.816258,,Bernoulli,200,6.011121938573247,1.6154759844261681,1.0229164918956173,22.73880949734268,9,Depthwise,2800,1.4051361958921065e-08,9,Newton,0.12083592175426167,,15.0,0.005246023055903359,0.6982189874215605,0.6582991174540499,COMPLETE
93,0.7724989020277904,2026-05-20 15:33:43.393944,2026-05-20 15:34:20.679507,0 days 00:00:37.285563,,Bernoulli,252,3.9802858929030673,1.8272683637186717,1.0543711732061636,15.608060900503329,10,SymmetricTree,4100,4.7847935794673e-08,9,Newton,0.0890159994772262,,,0.0008617240984536851,0.8664178018115143,0.6437977217790463,COMPLETE
94,0.8621217570935462,2026-05-20 15:34:20.851049,2026-05-20 15:35:54.204663,0 days 00:01:33.353614,,Bernoulli,242,4.922398179835183,1.8819694091404457,3.197470396410483,16.0140033672874,10,SymmetricTree,3200,0.0001067533117709634,10,Gradient,0.23252274602604422,,,9.447147802035804,0.8447911446232235,0.5788218726441354,COMPLETE
95,0.8672589919455932,2026-05-20 15:35:54.376269,2026-05-20 15:36:44.798647,0 days 00:00:50.422378,,MVS,224,3.2822665067004926,2.1328023425509417,1.7671586969747213,6.2955004993312365,10,Lossguide,4900,0.03528033400925466,10,Gradient,0.05080791538559254,18.0,15.0,1.1854158921087763,0.911080821559756,0.4881351608093806,COMPLETE
96,0.8642143170587826,2026-05-20 15:36:44.967258,2026-05-20 15:37:59.772125,0 days 00:01:14.804867,,MVS,210,1.686624490445881,1.3977473216700251,2.0623198803483818,7.862995642955978,10,Depthwise,4900,0.5749791598142275,9,Gradient,0.045157461107363094,,35.0,0.0037836705101127665,0.8648594897502538,0.42877650916821075,COMPLETE
97,0.7953478026642837,2026-05-20 15:37:59.933549,2026-05-20 15:38:40.541136,0 days 00:00:40.607587,7.549638796874733,Bayesian,224,5.924791062971011,2.5831534788286072,5.6106851628801735,15.24609912708244,10,Lossguide,3700,0.001147310402388278,7,Gradient,0.07060282021938616,18.0,19.0,0.00043601722154617054,0.8476677622452771,,COMPLETE
98,0.8549108317259675,2026-05-20 15:38:40.712697,2026-05-20 15:42:25.925437,0 days 00:03:45.212740,,MVS,242,2.6350304801044233,2.083982227586679,2.9245388457099164,8.228366504938101,10,Lossguide,4900,0.0006753344950310124,8,Gradient,0.014241068767733605,256.0,17.0,1.783655482882986,0.8582867646083219,0.4644027499533273,COMPLETE
99,0.865119073420963,2026-05-20 15:42:26.095048,2026-05-20 15:45:16.932002,0 days 00:02:50.836954,,Bernoulli,242,3.811174161463644,2.40817183096747,2.025955353526504,8.572077414597171,10,Lossguide,5000,0.02884830682949264,8,Newton,0.03778148397873698,22.0,31.0,0.10000902950466685,0.7260354826322291,0.48724924200337677,COMPLETE
100,0.8659949456314727,2026-05-20 15:45:17.087473,2026-05-20 15:46:20.526617,0 days 00:01:03.439144,,MVS,162,7.587206056918831,1.823365417899305,1.486554423247712,10.116623372317651,9,Depthwise,4800,1.5927421539828106e-08,6,Gradient,0.07857242590254013,,16.0,0.019376423626210233,0.745251668792591,0.507287389643161,COMPLETE
101,0.8558018026728892,2026-05-20 15:46:20.690677,2026-05-20 15:48:13.022819,0 days 00:01:52.332142,0.022593433946063612,Bayesian,204,5.126614159191035,2.586063015991814,4.622320078842769,20.90952551515637,10,SymmetricTree,3400,3.998617535361924e-08,9,Gradient,0.1626388050510399,,,4.239530849100879e-06,0.9848225604849388,,COMPLETE
102,0.8664437000954397,2026-05-20 15:48:13.190616,2026-05-20 15:48:51.895712,0 days 00:00:38.705096,,MVS,198,4.2203483940294895,1.7309683725351537,2.049333692555818,4.113466089013931,9,Lossguide,3700,9.028309878151548e-06,10,Gradient,0.09214146426021612,17.0,12.0,2.3380126332238094,0.671697155242269,0.5790829717869631,COMPLETE
103,0.8602432138264632,2026-05-20 15:48:52.056780,2026-05-20 15:50:23.392484,0 days 00:01:31.335704,,Bernoulli,154,1.25647362169109,3.1809699823469773,2.371889710576018,3.78043121458223,7,Lossguide,4200,3.431086117101036e-05,10,Gradient,0.023720226128771366,108.0,12.0,0.03820466645099887,0.4841237335566696,0.5763033660649005,COMPLETE
104,0.8656099878312051,2026-05-20 15:50:23.567205,2026-05-20 15:51:55.955586,0 days 00:01:32.388381,,MVS,244,4.513495897322991,1.3244208598905165,1.9765475737138298,6.2306440044907925,8,Lossguide,4700,6.638167375823151,10,Gradient,0.03246390360240958,53.0,11.0,0.050047354353945445,0.925161301106521,0.6589315425085027,COMPLETE
105,0.865889125402455,2026-05-20 15:51:56.117123,2026-05-20 15:53:22.831639,0 days 00:01:26.714516,,MVS,214,2.6489422658807595,3.092138700748232,3.4833691663646533,3.1074679827303426,10,Lossguide,5000,5.3319328890873425,10,Gradient,0.09360487903302266,97.0,11.0,3.7569604089311897,0.9612336994854661,0.5581862873820337,COMPLETE
106,0.828414737395814,2026-05-20 15:53:23.000280,2026-05-20 15:54:39.252092,0 days 00:01:16.251812,,MVS,76,4.832378929891396,1.1452229605008588,4.809179400744674,12.637530767357118,7,Lossguide,4800,4.214861360327037e-06,3,Gradient,0.049046590792205094,49.0,10.0,0.24071130783230887,0.590199664669615,0.5645600119014745,COMPLETE
107,0.8608105582586617,2026-05-20 15:54:39.424499,2026-05-20 15:55:37.035364,0 days 00:00:57.610865,9.929382399551617,Bayesian,208,7.644047358270965,2.4322618154746025,1.2765840805858706,12.586583631024965,10,Depthwise,3400,6.489230521245698e-06,6,Gradient,0.23219763642177152,,1.0,1.20928114034248e-05,0.9129639348375111,,COMPLETE
108,0.8662591023126932,2026-05-20 15:55:37.209560,2026-05-20 15:56:38.078843,0 days 00:01:00.869283,,Bernoulli,212,2.547892618501393,3.585674784974917,1.3263303230727719,16.38847154732839,9,SymmetricTree,2800,1.2249767985110264e-08,10,Gradient,0.14079878286377565,,,0.00019982058115356765,0.6406443288449444,0.6429239933130428,COMPLETE
109,0.8597627786212885,2026-05-20 15:56:38.239896,2026-05-20 15:58:43.596074,0 days 00:02:05.356178,,MVS,210,8.947345934964291,4.295653441906797,2.3794957101857785,14.273443183236116,9,Lossguide,4300,0.00010884964531470083,9,Gradient,0.04030553915038406,86.0,11.0,0.0405109919694214,0.7610486839569812,0.49033351530758085,COMPLETE
110,0.8466402409555723,2026-05-20 15:58:43.762336,2026-05-20 15:59:58.540090,0 days 00:01:14.777754,,Bernoulli,142,4.753772920016567,3.209764300658514,2.8356327332853777,3.2301024226690034,8,Lossguide,3300,9.86360753348566e-06,8,Newton,0.05136073296267931,42.0,31.0,0.12654886851965239,0.6495043589772741,0.5741932917919084,COMPLETE
111,0.87427330237195,2026-05-20 15:59:58.709490,2026-05-20 16:01:23.492069,0 days 00:01:24.782579,,MVS,110,2.335656203313602,2.346222690093314,1.4492900749951958,3.596567466110267,9,Lossguide,4000,2.1196648112343536e-08,10,Gradient,0.024543064491248146,60.0,3.0,0.13302287609492455,0.573171643445289,0.5974831385544495,COMPLETE
112,0.8574033438731469,2026-05-20 16:01:23.663219,2026-05-20 16:02:55.353554,0 days 00:01:31.690335,,MVS,96,4.299389375777627,1.9359629382460013,3.0966738051047527,3.1509571585121208,10,Lossguide,4300,8.271802715163298e-08,8,Gradient,0.012396916888484105,60.0,1.0,0.15874941575869614,0.5090352189679409,0.6178846950768493,COMPLETE
113,0.7439849798600683,2026-05-20 16:02:55.522999,2026-05-20 16:05:03.912971,0 days 00:02:08.389972,,MVS,56,1.626409654483438,2.123176758038427,3.7174262523586026,8.364111895754524,8,Lossguide,3500,1.9063568485299265e-06,10,Newton,0.014339149951036434,81.0,1.0,0.997658129480381,0.711257808482763,0.5866341651427213,COMPLETE
114,0.8690160439853061,2026-05-20 16:05:04.069494,2026-05-20 16:05:33.916989,0 days 00:00:29.847495,,Bernoulli,200,7.2270328208205825,2.5775539389763638,1.2249616487957642,9.206623955449826,10,Depthwise,3800,0.03712719979054844,5,Gradient,0.2731537891569805,,10.0,1.3819100054950715,0.9552776987989214,0.5480018519981948,COMPLETE
115,0.8655772363876395,2026-05-20 16:05:34.048095,2026-05-20 16:06:10.882992,0 days 00:00:36.834897,,Bernoulli,212,4.782850750322758,1.729121611263611,2.3289503614404605,8.784264418965972,10,Depthwise,4200,0.04381849867126004,3,Gradient,0.26311142513400465,,15.0,0.10603936739119826,0.8985989594796,0.49281822097669586,COMPLETE
116,0.8632238133616024,2026-05-20 16:06:11.051548,2026-05-20 16:07:51.092604,0 days 00:01:40.041056,,Bernoulli,176,9.133287923097678,1.626981469259945,1.4327529653749402,7.333064436622721,10,SymmetricTree,3700,3.9426560711987425e-05,3,Gradient,0.07407898372474071,,,1.0456025169859466,0.7787958187589303,0.525234261324942,COMPLETE
117,0.8745615824254773,2026-05-20 16:07:51.255883,2026-05-20 16:10:52.352938,0 days 00:03:01.097055,,Bernoulli,168,2.078402772561806,1.9967028899494015,1.5978575707367613,3.5268261501502214,9,Lossguide,4700,0.0015111182873109462,10,Gradient,0.034360897838379256,138.0,14.0,4.656817853011727,0.9992296615818053,0.541647524067658,COMPLETE
118,0.8627289947146142,2026-05-20 16:10:52.533330,2026-05-20 16:11:48.360117,0 days 00:00:55.826787,3.5192508159286797,Bayesian,182,7.927600260083118,2.6296109693924614,1.71843500460291,12.089915060634432,10,Depthwise,4300,0.07173439171418032,5,Gradient,0.22840035071910847,,27.0,4.016225460733938,0.804250323304307,,COMPLETE
119,0.8606354336293442,2026-05-20 16:11:48.531604,2026-05-20 16:12:39.265888,0 days 00:00:50.734284,,Bernoulli,62,1.6062653839829835,0.5375874068560078,1.249479099237529,7.931625493544599,8,Depthwise,4200,1.9205751701866978e-07,10,Gradient,0.03634998504956047,,19.0,0.08788101566912444,0.523484608055843,0.47084852659420434,COMPLETE
120,0.8643436682983495,2026-05-20 16:12:39.438984,2026-05-20 16:14:22.658774,0 days 00:01:43.219790,,Bernoulli,172,4.1609854131722095,2.5885429516309424,3.381176568094294,2.4290720706662032,9,SymmetricTree,5000,8.097980790395294e-05,9,Gradient,0.035110459226458904,,,5.242650797554799,0.9986136273551941,0.5096569248733729,COMPLETE
121,0.8624743400551985,2026-05-20 16:14:22.835790,2026-05-20 16:15:58.627468,0 days 00:01:35.791678,,MVS,58,0.7002109142109625,1.6658385064438166,1.3648822474390858,6.049032765247487,10,SymmetricTree,3300,1.3327000983210847e-07,10,Gradient,0.017893069029770274,,,3.723257948994605e-05,0.6514389010625389,0.5619500094221859,COMPLETE
122,0.8661143146058267,2026-05-20 16:15:58.800607,2026-05-20 16:17:48.234260,0 days 00:01:49.433653,,Bernoulli,200,3.0027027039800602,0.9226705679823561,1.5725158215793635,3.03887041488599,8,Lossguide,3600,5.943391810923391e-06,8,Gradient,0.017787032716364993,145.0,13.0,2.0842342180488163,0.9610654628631958,0.560466469656547,COMPLETE
123,0.856170120863319,2026-05-20 16:17:48.404498,2026-05-20 16:18:13.826921,0 days 00:00:25.422423,,Bernoulli,232,8.132304263356598,3.229129692183296,3.684709491253449,7.173474115028192,10,Depthwise,3200,0.0024720522914081994,6,Newton,0.12528538118890487,,12.0,1.5075045368695545,0.8698356390093367,0.5653583946426469,COMPLETE
124,0.8528372350649057,2026-05-20 16:18:13.998176,2026-05-20 16:20:35.853061,0 days 00:02:21.854885,,Bernoulli,150,2.1232845250168975,1.4135137061393055,5.122979363243812,2.9933333474949495,8,Lossguide,4100,0.029991295844639627,10,Gradient,0.06328325293598101,140.0,13.0,0.0018133699316091045,0.9339598546477734,0.7170481576620846,COMPLETE
125,0.8657100866697581,2026-05-20 16:20:36.023831,2026-05-20 16:21:56.287985,0 days 00:01:20.264154,,MVS,232,9.520400806653324,2.53535465399679,1.4926823479176339,12.977499328117847,9,Lossguide,3400,0.0006030429524876543,8,Gradient,0.29000813251069674,137.0,12.0,0.0007057127484146606,0.47553790772588933,0.5453572979914161,COMPLETE
126,0.8736527290549324,2026-05-20 16:21:56.459521,2026-05-20 16:25:25.477489,0 days 00:03:29.017968,,MVS,162,2.552717391312312,1.871233410741737,1.3769485994491628,6.652258304624205,9,Lossguide,3700,0.011292122455753733,10,Newton,0.03217994606591814,119.0,11.0,3.9631509989492155,0.9095773893717658,0.6288064839581875,COMPLETE
127,0.8590133058331935,2026-05-20 16:25:25.723004,2026-05-20 16:28:37.789246,0 days 00:03:12.066242,,MVS,186,1.5090302199456578,2.4101442750726667,1.8829268674052888,15.83474771792564,10,Lossguide,2600,0.003541785335955294,8,Newton,0.01332579277140438,130.0,27.0,2.48877188779301,0.9028080000509633,0.6741325545089167,COMPLETE
128,0.8752347390524788,2026-05-20 16:28:37.957420,2026-05-20 16:29:24.223178,0 days 00:00:46.265758,,MVS,168,4.117141573610357,1.9919916515039087,1.1574192422259337,3.036374757519426,9,SymmetricTree,3800,0.12680215813384688,8,Newton,0.12994140009404415,,,0.6044010599195688,0.9990935402182219,0.6392867682317774,COMPLETE
129,0.8645884939574892,2026-05-20 16:29:24.397993,2026-05-20 16:30:14.576099,0 days 00:00:50.178106,,MVS,184,5.961753861925712,2.3301864218798074,1.2709350826356,11.746315907477385,10,SymmetricTree,3200,0.22098079466647888,10,Newton,0.23459993104993904,,,0.2693450177292499,0.8198888020524279,0.6710703274083222,COMPLETE
130,0.8518410906382498,2026-05-20 16:30:14.736259,2026-05-20 16:33:14.490682,0 days 00:02:59.754423,,MVS,210,2.1397608548810623,2.694578360245696,1.1077350521395515,3.233440330945902,10,SymmetricTree,3400,4.334456081718336e-05,7,Newton,0.03491161237650432,,,0.8490196619739279,0.8263343586851665,0.6414866556516818,COMPLETE
131,0.871612391570841,2026-05-20 16:33:14.808092,2026-05-20 16:34:07.447375,0 days 00:00:52.639283,,MVS,152,4.953353689181229,2.3258528237764353,1.5565641687951242,2.7365826156275532,8,Lossguide,3200,0.008172001671969886,10,Newton,0.10523048818222806,123.0,17.0,0.2147855048076758,0.9312029278530273,0.6227004805886657,COMPLETE
132,0.855233788302637,2026-05-20 16:34:07.615991,2026-05-20 16:35:01.328946,0 days 00:00:53.712955,,MVS,162,3.777222134480274,3.1110023200547414,4.145009846968812,5.512169812496783,7,Lossguide,3500,0.04388395227207336,9,Newton,0.12216184446428643,131.0,27.0,0.4146353801752677,0.9995968307054277,0.6625847181652574,COMPLETE
133,0.8431028450727028,2026-05-20 16:35:01.498966,2026-05-20 16:37:33.874838,0 days 00:02:32.375872,,MVS,166,3.0278422451295315,0.5681503018027139,4.062133881511905,9.070474812387793,9,Lossguide,3400,0.0038918346629944482,10,Newton,0.05159946284205765,127.0,16.0,0.02250312783285035,0.9812279907738926,0.6347936543069146,COMPLETE
134,0.8552282826170625,2026-05-20 16:37:34.139068,2026-05-20 16:37:51.794578,0 days 00:00:17.655510,6.229784398451466,Bayesian,134,3.8523160172686683,1.331976940527194,1.397102036926848,5.7309076193713375,9,Depthwise,3100,0.0018514807163709816,8,Newton,0.2721222501973319,,14.0,0.01841709040689974,0.9895235732611642,,COMPLETE
135,0.8684471458415188,2026-05-20 16:37:52.046728,2026-05-20 16:39:29.160556,0 days 00:01:37.113828,,Bernoulli,142,4.086838047195485,1.9963315346609611,1.297117207554296,22.465250108871928,10,SymmetricTree,3700,2.162678760130854e-08,9,Gradient,0.28060583264456135,,,0.002615129296318386,0.8297410190666483,0.62476806000149,COMPLETE
136,0.8630435522575219,2026-05-20 16:39:29.430138,2026-05-20 16:41:13.723522,0 days 00:01:44.293384,,MVS,180,2.3675131842776187,1.3042578385402175,1.5687878783119111,18.96907363421487,10,SymmetricTree,3400,2.6867562637172397e-08,9,Gradient,0.08791570499788286,,,0.4030477578517652,0.8480287137446905,0.682318941719183,COMPLETE
137,0.865755043530628,2026-05-20 16:41:13.884950,2026-05-20 16:42:34.201667,0 days 00:01:20.316717,,Bernoulli,100,4.739598017603235,1.8158664766650334,1.012369698975415,18.425314911586042,9,SymmetricTree,4100,1.5964239916250627e-07,9,Gradient,0.1363364666715238,,,0.25886769029814394,0.8226479977715944,0.6264786687271306,COMPLETE
138,0.869778828425131,2026-05-20 16:42:34.375497,2026-05-20 16:43:18.668618,0 days 00:00:44.293121,,MVS,144,3.336761703836413,1.9465905510451356,1.5988023982015669,7.797807653781552,8,SymmetricTree,4500,0.11721588164734249,6,Newton,0.16256985050069897,,,1.154009030030578,0.9648315281554091,0.7503699321284354,COMPLETE
139,0.8703992762898393,2026-05-20 16:43:18.838202,2026-05-20 16:44:00.400433,0 days 00:00:41.562231,,MVS,136,2.5964716892422173,2.054170737171175,1.7010761102286271,6.627221289584215,9,SymmetricTree,3400,0.09538248367262257,6,Newton,0.1445005638066297,,,4.95635212581346,0.9804081152037174,0.7816941503947139,COMPLETE
140,0.8561119879391852,2026-05-20 16:44:00.573724,2026-05-20 16:45:02.358519,0 days 00:01:01.784795,,MVS,136,2.819886420781764,0.7375843011550833,3.3138940224485456,2.9164310389912593,9,SymmetricTree,3000,1.619473602299809,5,Newton,0.12265389159482795,,,2.831821337114861,0.9670006559325836,0.8003945024439274,COMPLETE
141,0.8684128471389903,2026-05-20 16:45:02.531063,2026-05-20 16:46:57.144927,0 days 00:01:54.613864,,MVS,160,4.406038532122114,2.2270953654386703,1.4105066079500073,9.889498278439586,7,SymmetricTree,4700,0.10899256280979036,8,Newton,0.08223669681335857,,,0.4912259523930193,0.9811837631155021,0.7947979349061753,COMPLETE
142,0.8583767631058136,2026-05-20 16:46:57.423900,2026-05-20 16:48:30.382070,0 days 00:01:32.958170,,MVS,94,1.7941743104519148,1.5421112599368643,2.3026107697936964,16.873996912138246,8,SymmetricTree,5000,0.033783123038113774,6,Newton,0.09042379369703107,,,6.595213608278169,0.905916197481542,0.8118332986200073,COMPLETE
143,0.8724208579457304,2026-05-20 16:48:30.547812,2026-05-20 16:49:22.269182,0 days 00:00:51.721370,,Bernoulli,136,6.202535757725311,1.5492417727815786,1.257415149720097,4.34103558347997,9,SymmetricTree,3800,3.225068912765531,8,Newton,0.22234256540093222,,,0.00021430008045166294,0.9968223885876827,0.7846524782032283,COMPLETE
144,0.8595369879231205,2026-05-20 16:49:22.442124,2026-05-20 16:50:10.166903,0 days 00:00:47.724779,,Bernoulli,112,5.790903298521181,1.419952639538093,3.0030152978823805,3.63417577050443,9,SymmetricTree,2400,0.011466985202005195,5,Newton,0.09391478386415891,,,0.00019392592206040994,0.9306052631924394,0.7947652953831552,COMPLETE
145,0.861325074331732,2026-05-20 16:50:10.335568,2026-05-20 16:51:12.362058,0 days 00:01:02.026490,,MVS,108,2.958723871667881,2.963214747613735,3.0949828068345515,8.361962682624208,9,SymmetricTree,3800,0.3071721605960637,7,Newton,0.11579233843379536,,,0.01734477417906886,0.9285273951961276,0.7787831224859143,COMPLETE
146,0.8739420239758683,2026-05-20 16:51:12.533093,2026-05-20 16:52:15.565807,0 days 00:01:03.032714,,Bernoulli,194,5.98653984122885,2.516471658758509,1.1342392351200266,4.819207872571906,9,SymmetricTree,3900,6.0859848190537695,7,Newton,0.18736106977628356,,,6.647894903395544e-07,0.9908621604872192,0.7756887924052613,COMPLETE
147,0.8687793953763695,2026-05-20 16:52:15.737373,2026-05-20 16:53:28.048273,0 days 00:01:12.310900,,Bernoulli,178,5.49155871156105,2.9279681676424136,1.0065714323790236,8.602520625771167,8,SymmetricTree,3500,0.3297931500661585,7,Newton,0.1538028562035326,,,5.7408415275330525e-08,0.9505134761464032,0.7625023270921865,COMPLETE
148,0.8709917114943908,2026-05-20 16:53:28.221453,2026-05-20 16:54:42.834175,0 days 00:01:14.612722,2.47849516705902,Bayesian,222,5.7774199288009385,3.246457418617894,1.3175506770194225,7.085189615577606,9,SymmetricTree,4300,28.437027001312448,6,Newton,0.2804080942240667,,,3.888207376382815e-08,0.9667176356142294,,COMPLETE
149,0.8699656915337147,2026-05-20 16:54:42.988049,2026-05-20 16:57:04.639900,0 days 00:02:21.651851,2.384964207106205,Bayesian,242,4.174454754887302,3.3201223395816677,1.5492327588805406,12.319595677812488,9,SymmetricTree,4400,22.549801927443397,3,Newton,0.13571300431430003,,,6.00011959015759e-08,0.8633549772834848,,COMPLETE
150,0.8624174310095747,2026-05-20 16:57:04.966249,2026-05-20 16:57:42.649016,0 days 00:00:37.682767,2.3739581202424964,Bayesian,230,5.6066636174364595,2.544554093842383,2.6310158829625117,6.011101747442789,10,SymmetricTree,3700,1.3135760333091544,4,Newton,0.25107229627927596,,,7.832301464382043e-05,0.9991663310354962,,COMPLETE
151,0.8721773427661119,2026-05-20 16:57:42.823646,2026-05-20 17:00:52.757684,0 days 00:03:09.934038,,MVS,60,0.8965176571910685,4.703539836237747,1.0212994465093086,3.827004124150352,10,Lossguide,3900,4.98144103969245e-07,10,Gradient,0.03656945190181181,169.0,34.0,0.593755210067944,0.5559476753444926,0.7845363290563273,COMPLETE
152,0.8557877861223379,2026-05-20 17:00:52.930938,2026-05-20 17:03:31.279447,0 days 00:02:38.348509,2.452740918396514,Bayesian,68,2.770497447542727,4.802869495568972,3.7770346050461017,4.986481289390877,10,Lossguide,4300,4.980506216464899e-08,9,Gradient,0.03282785547948247,181.0,47.0,0.07187836437884787,0.7615275069469383,,COMPLETE
